Success Rate,Difficulty,Success Rate x Difficulty
0.65,0.03,0.0195
0.83,0.19000000000000003,0.1577
0.79,0.22000000000000006,0.17380000000000007
0.62,0.24000000000000007,0.14880000000000004
0.5,0.26000000000000006,0.13000000000000003
0.38,0.26000000000000006,0.09880000000000003
0.42,0.26000000000000006,0.10920000000000002
0.4,0.23000000000000004,0.09200000000000003
0.49,0.23000000000000004,0.11270000000000002
0.52,0.23000000000000004,0.11960000000000003
0.51,0.23000000000000004,0.11730000000000002
0.52,0.21000000000000002,0.10920000000000002
0.43,0.21000000000000002,0.0903
0.58,0.21000000000000002,0.1218
0.65,0.21000000000000002,0.1365
0.55,0.21000000000000002,0.11550000000000002
0.45,0.21000000000000002,0.09450000000000001
0.54,0.21000000000000002,0.11340000000000001
0.51,0.21000000000000002,0.10710000000000001
0.5,0.21000000000000002,0.10500000000000001
0.46,0.21000000000000002,0.09660000000000002
0.46,0.21000000000000002,0.09660000000000002
0.43,0.21000000000000002,0.0903
0.47,0.21000000000000002,0.09870000000000001
0.48,0.21000000000000002,0.1008
0.5,0.21000000000000002,0.10500000000000001
0.36,0.21000000000000002,0.0756
0.4,0.21000000000000002,0.08400000000000002
0.49,0.2,0.098
0.61,0.2,0.122
0.52,0.2,0.10400000000000001
0.5,0.2,0.1
0.36,0.2,0.072
0.36,0.2,0.072
0.39,0.19,0.0741
0.51,0.19,0.0969
0.59,0.19,0.11209999999999999
0.28,0.18,0.0504
0.46,0.18,0.0828
0.63,0.18,0.1134
0.67,0.18,0.1206
0.5,0.18,0.09
0.53,0.18,0.0954
0.43,0.18,0.0774
0.41,0.18,0.07379999999999999
0.31,0.09999999999999996,0.03099999999999999
0.37,0.09999999999999996,0.036999999999999984
0.42,0.09999999999999996,0.04199999999999998
0.37,0.08999999999999997,0.03329999999999999
0.44,0.05999999999999998,0.02639999999999999
