Success Rate,Difficulty,Success Rate x Difficulty
0.46,0.04,0.0184
0.88,0.15,0.132
0.73,0.17,0.1241
0.74,0.25000000000000006,0.18500000000000003
0.46,0.25000000000000006,0.11500000000000003
0.36,0.2,0.072
0.67,0.2,0.134
0.7,0.23000000000000004,0.161
0.63,0.25000000000000006,0.15750000000000003
0.45,0.24000000000000005,0.10800000000000003
0.47,0.24000000000000005,0.11280000000000001
0.58,0.24000000000000005,0.13920000000000002
0.49,0.25000000000000006,0.12250000000000003
0.54,0.25000000000000006,0.13500000000000004
0.55,0.25000000000000006,0.13750000000000004
0.49,0.25000000000000006,0.12250000000000003
0.55,0.25000000000000006,0.13750000000000004
0.51,0.25000000000000006,0.12750000000000003
0.54,0.25000000000000006,0.13500000000000004
0.5,0.25000000000000006,0.12500000000000003
0.57,0.25000000000000006,0.14250000000000002
0.47,0.25000000000000006,0.11750000000000002
0.54,0.25000000000000006,0.13500000000000004
0.42,0.25000000000000006,0.10500000000000002
0.54,0.25000000000000006,0.13500000000000004
0.53,0.25000000000000006,0.13250000000000003
0.43,0.25000000000000006,0.10750000000000003
0.51,0.21000000000000002,0.10710000000000001
0.62,0.25000000000000006,0.15500000000000003
0.51,0.25000000000000006,0.12750000000000003
0.34,0.25000000000000006,0.08500000000000002
0.48,0.25000000000000006,0.12000000000000002
0.57,0.25000000000000006,0.14250000000000002
0.53,0.25000000000000006,0.13250000000000003
0.55,0.23000000000000004,0.12650000000000003
0.54,0.23000000000000004,0.12420000000000003
0.57,0.23000000000000004,0.13110000000000002
0.56,0.23000000000000004,0.12880000000000003
0.53,0.23000000000000004,0.12190000000000002
0.63,0.23000000000000004,0.14490000000000003
0.55,0.2700000000000001,0.14850000000000005
0.38,0.2700000000000001,0.10260000000000002
0.3,0.26000000000000006,0.07800000000000001
0.37,0.26000000000000006,0.09620000000000002
0.32,0.25000000000000006,0.08000000000000002
0.53,0.25000000000000006,0.13250000000000003
0.51,0.25000000000000006,0.12750000000000003
0.46,0.25000000000000006,0.11500000000000003
0.48,0.25000000000000006,0.12000000000000002
0.34,0.25000000000000006,0.08500000000000002
