Success Rate,Difficulty,Success Rate x Difficulty
0.48,0.05,0.024
0.83,0.22000000000000006,0.18260000000000004
0.57,0.22000000000000006,0.1254
0.62,0.22000000000000006,0.13640000000000002
0.62,0.22000000000000006,0.13640000000000002
0.63,0.22000000000000006,0.13860000000000003
0.57,0.22000000000000006,0.1254
0.57,0.22000000000000006,0.1254
0.69,0.22000000000000006,0.15180000000000002
0.56,0.22000000000000006,0.12320000000000005
0.54,0.22000000000000006,0.11880000000000004
0.54,0.23000000000000007,0.12420000000000005
0.51,0.22000000000000006,0.11220000000000004
0.61,0.23000000000000007,0.14030000000000004
0.5,0.22000000000000003,0.11000000000000001
0.5,0.22000000000000003,0.11000000000000001
0.52,0.22000000000000003,0.11440000000000002
0.51,0.22000000000000003,0.11220000000000002
0.54,0.22000000000000003,0.11880000000000002
0.44,0.22000000000000003,0.09680000000000001
0.56,0.22000000000000003,0.12320000000000003
0.6,0.22000000000000003,0.132
0.49,0.22000000000000003,0.1078
0.5,0.22000000000000003,0.11000000000000001
0.61,0.22000000000000003,0.1342
0.52,0.22000000000000003,0.11440000000000002
0.5,0.22000000000000003,0.11000000000000001
0.5,0.22000000000000003,0.11000000000000001
0.44,0.22000000000000003,0.09680000000000001
0.5,0.22000000000000003,0.11000000000000001
0.6,0.22000000000000003,0.132
0.49,0.22000000000000003,0.1078
0.4,0.22000000000000003,0.08800000000000002
0.56,0.22000000000000003,0.12320000000000003
0.48,0.22000000000000003,0.10560000000000001
0.54,0.22000000000000003,0.11880000000000002
0.61,0.22000000000000003,0.1342
0.48,0.22000000000000003,0.10560000000000001
0.53,0.22000000000000003,0.11660000000000002
0.5,0.22000000000000003,0.11000000000000001
0.56,0.22000000000000003,0.12320000000000003
0.49,0.22000000000000003,0.1078
0.54,0.22000000000000003,0.11880000000000002
0.57,0.22000000000000003,0.1254
0.6,0.22000000000000003,0.132
0.64,0.22000000000000003,0.1408
0.57,0.22000000000000003,0.1254
0.63,0.22000000000000003,0.13860000000000003
0.53,0.22000000000000003,0.11660000000000002
0.61,0.23000000000000004,0.1403
