Success Rate,Difficulty,Success Rate x Difficulty
0.61,0.07,0.0427
0.76,0.22000000000000006,0.16720000000000004
0.47,0.25000000000000006,0.11750000000000002
0.43,0.24000000000000005,0.10320000000000001
0.55,0.24000000000000005,0.13200000000000003
0.56,0.24000000000000005,0.13440000000000005
0.59,0.22000000000000003,0.1298
0.52,0.24000000000000005,0.12480000000000002
0.61,0.24000000000000005,0.14640000000000003
0.58,0.24000000000000005,0.13920000000000002
0.56,0.24000000000000005,0.13440000000000005
0.46,0.24000000000000005,0.11040000000000003
0.48,0.24000000000000005,0.11520000000000002
0.61,0.24000000000000005,0.14640000000000003
0.48,0.24000000000000005,0.11520000000000002
0.55,0.24000000000000005,0.13200000000000003
0.5,0.24000000000000005,0.12000000000000002
0.5,0.24000000000000005,0.12000000000000002
0.44,0.24000000000000005,0.10560000000000003
0.45,0.24000000000000005,0.10800000000000003
0.46,0.24000000000000005,0.11040000000000003
0.36,0.24000000000000005,0.08640000000000002
0.49,0.24000000000000005,0.11760000000000002
0.41,0.24000000000000005,0.09840000000000002
0.56,0.23000000000000004,0.12880000000000003
0.5,0.23000000000000004,0.11500000000000002
0.62,0.23000000000000004,0.14260000000000003
0.42,0.24000000000000005,0.10080000000000001
0.54,0.24000000000000005,0.12960000000000002
0.42,0.24000000000000005,0.10080000000000001
0.43,0.24000000000000005,0.10320000000000001
0.44,0.24000000000000005,0.10560000000000003
0.57,0.24000000000000005,0.1368
0.54,0.24000000000000005,0.12960000000000002
0.42,0.23000000000000004,0.09660000000000002
0.58,0.24000000000000005,0.13920000000000002
0.52,0.24000000000000005,0.12480000000000002
0.52,0.24000000000000005,0.12480000000000002
0.48,0.23000000000000004,0.11040000000000001
0.59,0.23000000000000004,0.13570000000000002
0.61,0.23000000000000004,0.1403
0.61,0.23000000000000004,0.1403
0.46,0.23000000000000004,0.10580000000000002
0.47,0.23000000000000004,0.10810000000000002
0.6,0.23000000000000004,0.138
0.63,0.23000000000000004,0.14490000000000003
0.57,0.24000000000000005,0.1368
0.47,0.24000000000000005,0.11280000000000001
0.5,0.24000000000000005,0.12000000000000002
0.51,0.24000000000000005,0.12240000000000002
